02-04 02:54:38.562 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:562 |    0)  31091; ExtrapolateLocalTime(2742584691)=1618221876 ms
02-04 02:54:38.562 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:562 |    0)  31091; Render frame 3257358240 at 2742584691. Render delay 1618223323
02-04 02:54:38.562 30830 30956 D AGORA_SDK: STREAM  ( 2:54:38:562 |    0)  31092; IncomingVideoStreamProcess: Render frame 640 * 480, time: 1951625061
02-04 02:54:38.582 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:582 |   20)  31091; ExtrapolateLocalTime(2742584691)=1618221876 ms
02-04 02:54:38.583 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:582 |    0)  31091; Render frame 3257358240 at 2742584691. Render delay 1618223323
02-04 02:54:38.585 30830 30956 D AGORA_SDK: STREAM  ( 2:54:38:585 |    3)  31012; IncomingFrame width 640, height 480
02-04 02:54:38.585 30830 30956 D AGORA_SDK: STREAM  ( 2:54:38:585 |    0)  30977; SetCSRCs: 
02-04 02:54:38.589 30830 30956 D AGORA_SDK: APICALL ( 2:54:38:589 |   63)  30977; SendCodec
02-04 02:54:38.589 30830 30956 D AGORA_SDK: APICALL ( 2:54:38:589 |    0)  30977; SendCodec type
02-04 02:54:38.589 30830 30956 D AGORA_SDK: STREAM  ( 2:54:38:589 |    4)  30977; RenderFrame for stream 0, render time: 1618223097
02-04 02:54:38.590 30830 30956 D AGORA_SDK: STREAM  ( 2:54:38:590 |    1)  31015; IncomingVideoStreamProcess: Render frame 640 * 480, time: 1951625061
02-04 02:54:38.593 30830 30956 D AGORA_SDK: MODCALL ( 2:54:38:593 |    3)  30976; Sending()
02-04 02:54:38.593 30830 30956 D AGORA_SDK: MODCALL ( 2:54:38:593 |    0)  30976; CurrentSendFrequencyHz()
02-04 02:54:38.593 30830 30956 D AGORA_SDK: MODCALL ( 2:54:38:593 |    0)  30976; PacketCountSent()
02-04 02:54:38.593 30830 30956 D AGORA_SDK: MODCALL ( 2:54:38:593 |    0)  30976; ByteCountSent()
02-04 02:54:38.599 30830 30956 D AGORA_SDK: MODCALL ( 2:54:38:599 |    6)  30976; Sending()
02-04 02:54:38.599 30830 30956 D AGORA_SDK: MODCALL ( 2:54:38:599 |    0)  30976; CurrentSendFrequencyHz()
02-04 02:54:38.599 30830 30956 D AGORA_SDK: MODCALL ( 2:54:38:599 |    0)  30976; PacketCountSent()
02-04 02:54:38.599 30830 30956 D AGORA_SDK: MODCALL ( 2:54:38:599 |    0)  30976; ByteCountSent()
02-04 02:54:38.602 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:602 |    3)  30957; [ch0] receive agora rtcp packet from vos
02-04 02:54:38.603 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:602 |    0)  31091; ExtrapolateLocalTime(2742584691)=1618221876 ms
02-04 02:54:38.603 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:603 |    1)  31091; Render frame 3257358240 at 2742584691. Render delay 1618223323
02-04 02:54:38.623 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:623 |   20)  31091; ExtrapolateLocalTime(2742584691)=1618221876 ms
02-04 02:54:38.623 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:623 |    0)  31091; Render frame 3257358240 at 2742584691. Render delay 1618223323
02-04 02:54:38.626 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:626 |    3)  30957; JB(0xbfbf8220) FB(0xbc27dc00): Complete frame added to jitterbuffer, size:1325 type 4
02-04 02:54:38.626 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:626 |    0)  30957; g1=3296.314311 g2=0.000000 alarm=0
02-04 02:54:38.626 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:626 |    0)  30957; w[0]=89.825741 w[1]=68792.440383 ts=2742711321 tMs=0
02-04 02:54:38.643 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:643 |   17)  31091; ExtrapolateLocalTime(2742584691)=1618221874 ms
02-04 02:54:38.643 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:643 |    0)  31091; Render frame 3257358240 at 2742584691. Render delay 1618223321
02-04 02:54:38.651 30830 30956 D AGORA_SDK: STREAM  ( 2:54:38:651 |    8)  31012; IncomingFrame width 640, height 480
02-04 02:54:38.652 30830 30956 D AGORA_SDK: STREAM  ( 2:54:38:652 |    1)  30977; SetCSRCs: 
02-04 02:54:38.655 30830 30956 D AGORA_SDK: APICALL ( 2:54:38:654 |   65)  30977; SendCodec
02-04 02:54:38.655 30830 30956 D AGORA_SDK: APICALL ( 2:54:38:655 |    1)  30977; SendCodec type
02-04 02:54:38.655 30830 30956 D AGORA_SDK: STREAM  ( 2:54:38:655 |    3)  30977; RenderFrame for stream 0, render time: 1618223163
02-04 02:54:38.656 30830 30956 D AGORA_SDK: MODCALL ( 2:54:38:656 |    1)  30976; Sending()
02-04 02:54:38.656 30830 30956 D AGORA_SDK: MODCALL ( 2:54:38:656 |    0)  30976; CurrentSendFrequencyHz()
02-04 02:54:38.656 30830 30956 D AGORA_SDK: MODCALL ( 2:54:38:656 |    0)  30976; PacketCountSent()
02-04 02:54:38.656 30830 30956 D AGORA_SDK: MODCALL ( 2:54:38:656 |    0)  30976; ByteCountSent()
02-04 02:54:38.657 30830 30956 D AGORA_SDK: STREAM  ( 2:54:38:657 |    1)  31015; IncomingVideoStreamProcess: Render frame 640 * 480, time: 1951625061
02-04 02:54:38.663 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:663 |    6)  31091; ExtrapolateLocalTime(2742584691)=1618221874 ms
02-04 02:54:38.663 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:663 |    0)  31091; Render frame 3257358240 at 2742584691. Render delay 1618223321
02-04 02:54:38.663 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:663 |    0)  30957; [ch0] receive agora rtcp packet from vos
02-04 02:54:38.683 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:683 |   20)  31091; ExtrapolateLocalTime(2742584691)=1618221874 ms
02-04 02:54:38.684 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:683 |    0)  31091; Render frame 3257358240 at 2742584691. Render delay 1618223321
02-04 02:54:38.704 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:703 |   20)  31091; ExtrapolateLocalTime(2742584691)=1618221874 ms
02-04 02:54:38.704 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:703 |    0)  31091; Render frame 3257358240 at 2742584691. Render delay 1618223321
02-04 02:54:38.714 30830 30956 D AGORA_SDK: STREAM  ( 2:54:38:714 |   11)  31012; IncomingFrame width 640, height 480
02-04 02:54:38.714 30830 30956 D AGORA_SDK: STREAM  ( 2:54:38:714 |    0)  30977; SetCSRCs: 
02-04 02:54:38.716 30830 30956 D AGORA_SDK: APICALL ( 2:54:38:716 |   61)  30977; SendCodec
02-04 02:54:38.717 30830 30956 D AGORA_SDK: APICALL ( 2:54:38:716 |    0)  30977; SendCodec type
02-04 02:54:38.717 30830 30956 D AGORA_SDK: STREAM  ( 2:54:38:717 |    3)  30977; RenderFrame for stream 0, render time: 1618223226
02-04 02:54:38.718 30830 30956 D AGORA_SDK: STREAM  ( 2:54:38:718 |    1)  31015; IncomingVideoStreamProcess: Render frame 640 * 480, time: 1951625061
02-04 02:54:38.719 30830 30956 D AGORA_SDK: MODCALL ( 2:54:38:719 |    1)  30976; Sending()
02-04 02:54:38.719 30830 30956 D AGORA_SDK: MODCALL ( 2:54:38:719 |    0)  30976; CurrentSendFrequencyHz()
02-04 02:54:38.719 30830 30956 D AGORA_SDK: MODCALL ( 2:54:38:719 |    0)  30976; PacketCountSent()
02-04 02:54:38.719 30830 30956 D AGORA_SDK: MODCALL ( 2:54:38:719 |    0)  30976; ByteCountSent()
02-04 02:54:38.724 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:724 |    5)  31091; ExtrapolateLocalTime(2742584691)=1618221874 ms
02-04 02:54:38.724 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:724 |    0)  31091; Render frame 3257358240 at 2742584691. Render delay 1618223321
02-04 02:54:38.726 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:726 |    2)  30957; [ch0] receive agora rtcp packet from vos
02-04 02:54:38.744 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:744 |   18)  31091; ExtrapolateLocalTime(2742584691)=1618221874 ms
02-04 02:54:38.744 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:744 |    0)  31091; Render frame 3257358240 at 2742584691. Render delay 1618223321
02-04 02:54:38.764 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:764 |   20)  31091; ExtrapolateLocalTime(2742584691)=1618221874 ms
02-04 02:54:38.764 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:764 |    0)  31091; Render frame 3257358240 at 2742584691. Render delay 1618223321
02-04 02:54:38.764 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:764 |    0)  31091; Received complete frame timestamp 2742584691 frame type 4 frame size 1403 at time 1618221773, jitter estimate was 1416
02-04 02:54:38.764 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:764 |    0)  31091; Packet received and sent to jitter estimate with: timestamp=2742584691 wall_clock=1618221773
02-04 02:54:38.764 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:764 |    0)  31091; Jitter estimate updated with: frameSize=1403 frameDelayMS=1083569923
02-04 02:54:38.765 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:764 |    0)  31091; Framesize statistics: max=12620.993527 average=2270.704035
02-04 02:54:38.765 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:764 |    0)  31091; The estimated slope is: theta=(0.025976, -4.710963)
02-04 02:54:38.765 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:764 |    0)  31091; Random jitter: mean=0.220673 variance=250465.548617
02-04 02:54:38.765 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:764 |    0)  31091; Current jitter estimate: 1404.942231
02-04 02:54:38.765 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:764 |    0)  31091; Current max RTT: 0
02-04 02:54:38.765 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:764 |    0)  31091; Decoding timestamp 2742584691
02-04 02:54:38.767 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:767 |    3)  30957; [cr] AUDIO_REMOTE_DOWNLINK Broadcaster
02-04 02:54:38.769 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:769 |    2)  31091; Frame decoded: time_stamp=2742584691 dec_time=5 max_dec_time=15, at 1618223281
02-04 02:54:38.770 30830 30956 D AGORA_SDK: STREAM  ( 2:54:38:769 |    0)  31091; FrameToRender(timestamp:2742584691)
02-04 02:54:38.770 30830 30956 D AGORA_SDK: STREAM  ( 2:54:38:769 |    0)  31091; RenderFrame for stream 2055736904, render time: 1618223321
02-04 02:54:38.770 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:769 |    0)  31091; Desired jitter buffer level: 1415 ms
02-04 02:54:38.770 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:770 |    1)  31091; ExtrapolateLocalTime(2742603951)=1618222088 ms
02-04 02:54:38.770 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:770 |    0)  31091; Render frame 3257358240 at 2742603951. Render delay 1618223535
02-04 02:54:38.771 30830 30956 D AGORA_SDK: STREAM  ( 2:54:38:771 |    1)  31092; IncomingVideoStreamProcess: Render frame 640 * 480, time: 1951625061
02-04 02:54:38.786 30830 30956 D AGORA_SDK: STREAM  ( 2:54:38:786 |   15)  31012; IncomingFrame width 640, height 480
02-04 02:54:38.787 30830 30956 D AGORA_SDK: STREAM  ( 2:54:38:787 |    1)  30977; SetCSRCs: 
02-04 02:54:38.790 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:790 |    3)  31091; ExtrapolateLocalTime(2742603951)=1618222088 ms
02-04 02:54:38.790 30830 30956 D AGORA_SDK: DEBUG   ( 2:54:38:790 |    0)  31091; Render frame 3257358240 at 2742603951. Render delay 1618223535
02-04 02:54:38.791 30830 30956 D AGORA_SDK: APICALL ( 2:54:38:791 |   75)  30977; SendCodec
02-04 02:54:38.792 30830 30956 D AGORA_SDK: APICALL ( 2:54:38:791 |    0)  30977; SendCodec type
02-04 02:54:38.792 30830 30956 D AGORA_SDK: STREAM  ( 2:54:38:791 |    1)  30977; RenderFrame for stream 0, render time: 1618223299
02-04 02:54:38.793 30830 30956 D AGORA_SDK: MODCALL ( 2:54:38:792 |    1)  30976; Sending()
